10001, 2005-9-28, everbank, W, 899, 9458
12946, 2017-4-30, giants, L, 325, 4838
12947, 2002-6-9, lp, L, 2111, 9501
12948, 2006-12-29, lp, W, 1898, 3015
12949, 2013-6-6, dallas cowboys, W, 2553, 6859
12950, 2018-4-18, raymond james, W, 4108, 790
12951, 2015-2-18, paul brown, W, 2620, 2972
12952, 2014-7-16, hubert metrodome, L, 4518, 4406
12953, 2002-1-6, bank of america, W, 4951, 115
12954, 2012-5-29, raymond james, T, 3258, 7134
12955, 2008-12-18, qualcomm, W, 1611, 5128
12956, 2010-4-29, fedexfield, T, 2548, 995
12957, 2000-9-11, lp, W, 1048, 7315
12958, 2011-2-19, edward jones, W, 3366, 731
12959, 2015-12-24, soldier field ii, T, 3514, 2757
12960, 2015-5-7, qwest, W, 655, 4711
12961, 2003-9-28, dolphin, W, 697, 3201
12962, 2001-7-15, invesco, L, 3304, 2457
12963, 2014-9-20, dolphin, T, 2138, 5753
12964, 2001-11-2, invesco, W, 3128, 9691
12965, 2003-2-29, georgia dome, L, 3364, 3780
12966, 2002-4-1, university of phoenix, T, 1945, 3850
12967, 2003-8-6, cleveland browns, T, 283, 5273
12968, 2012-8-2, candlestick, L, 1780, 6188
12969, 2009-12-15, dallas cowboys, W, 1050, 2198
12970, 2017-8-9, ralph wilson, T, 1393, 4167
12971, 2001-6-22, oakland-alameda, W, 3456, 6989
12972, 2009-1-11, lincoln, L, 4223, 9046
12973, 2010-6-28, invesco, L, 2614, 419
12974, 2000-1-28, dolphin, T, 2800, 4907
12975, 2007-4-2, qualcomm, T, 1510, 8286
12976, 2011-1-26, cleveland browns, T, 221, 2404
12977, 2010-3-24, georgia dome, T, 4277, 2303
12978, 2018-4-21, qualcomm, T, 1395, 3826
12979, 2002-8-18, candlestick, T, 2803, 3846
12980, 2001-5-15, m&t bank, W, 4329, 6514
12981, 2003-9-4, invesco, L, 2417, 829
12982, 2014-5-3, qualcomm, L, 1591, 8519
12983, 2012-6-5, invesco, T, 2027, 5790
12984, 2010-7-8, fedexfield, W, 1830, 3416
12985, 2016-6-14, m&t bank, T, 3939, 8240
12986, 2015-8-23, arrowhead, L, 3689, 4265
12987, 2013-2-18, dallas cowboys, T, 3778, 945
12988, 2012-1-29, soldier field ii, T, 3840, 9080
12989, 2011-2-11, soldier field ii, L, 3853, 185
12990, 2009-10-5, arrowhead, T, 418, 8135
12991, 2015-9-13, lincoln, L, 1080, 7355
12992, 2005-4-21, qualcomm, L, 752, 4250
12993, 2006-10-18, georgia dome, L, 2067, 3774
12994, 2014-7-8, giants, T, 2488, 8965
12995, 2011-1-11, fedexfield, T, 2324, 3489
12996, 2003-1-8, bank of america, W, 246, 4535
12997, 2010-11-4, soldier field ii, W, 3232, 3472
12998, 2005-5-29, bank of america, W, 1836, 7365
12999, 2008-10-9, oakland-alameda, W, 2633, 8498
13000, 2018-2-8, lincoln, W, 4209, 170
13001, 2005-8-21, paul brown, T, 1053, 488
13002, 2006-11-29, giants, L, 4118, 7816
13003, 2010-3-26, lucas oil, L, 2833, 7272
13004, 2004-2-20, qualcomm, L, 253, 3846
13005, 2008-5-12, m&t bank, L, 1667, 735
13006, 2015-6-25, lucas oil, L, 4730, 4221
13007, 2012-3-4, bank of america, L, 124, 7052
13008, 2010-5-3, lp, L, 2466, 4479
13009, 2002-9-29, raymond james, T, 1408, 1229
13010, 2014-9-20, qualcomm, L, 2064, 849
13011, 2001-2-17, ralph wilson, T, 4511, 621
13012, 2012-11-29, soldier field ii, L, 710, 7469
13013, 2006-6-22, paul brown, W, 4507, 9976
13014, 2004-12-8, oakland-alameda, W, 3306, 7685
13015, 2018-8-2, raymond james, L, 229, 1067
13016, 2002-7-2, heinz, T, 2795, 9953
13017, 2018-1-27, oakland-alameda, W, 4478, 4347
13018, 2000-4-17, everbank, L, 3926, 8053
13019, 2016-4-11, fedexfield, L, 333, 2243
13020, 2009-8-4, lincoln, L, 2555, 1655
13021, 2016-7-20, university of phoenix, T, 4090, 6021
13022, 2001-10-26, cleveland browns, W, 3803, 4259
13023, 2014-6-21, arrowhead, T, 4726, 648
13024, 2004-10-13, paul brown, L, 4876, 2091
13025, 2008-5-19, invesco, W, 101, 9665
13026, 2004-3-18, qualcomm, L, 3752, 179
13027, 2014-6-6, dolphin, T, 4554, 7501
13028, 2014-11-26, bank of america, W, 1822, 1746
13029, 2007-1-6, invesco, L, 234, 3882
13030, 2009-11-19, hubert metrodome, T, 2051, 6510
13031, 2015-6-14, edward jones, W, 2113, 8584
13032, 2008-12-5, raymond james, L, 4730, 6232
13033, 2015-7-7, everbank, L, 3226, 8760
13034, 2005-2-2, everbank, W, 2246, 6789
13035, 2018-2-7, qwest, L, 3299, 8646
13036, 2014-5-7, dallas cowboys, W, 2367, 9330
13037, 2009-3-1, heinz, W, 1634, 6666
13038, 2008-8-21, candlestick, W, 3570, 2629
13039, 2016-11-15, edward jones, W, 1439, 4947
13040, 2002-9-21, reliant, W, 2924, 5798
13041, 2004-12-10, reliant, L, 3440, 8354
13042, 2012-7-8, cleveland browns, W, 1858, 3785
13043, 2017-1-21, everbank, L, 399, 3238
13044, 2010-2-3, georgia dome, L, 859, 7215
13045, 2010-6-23, lucas oil, T, 2095, 1913
13046, 2005-4-30, paul brown, W, 1121, 1261
13047, 2018-5-4, edward jones, W, 1502, 7340
13048, 2014-4-25, qualcomm, W, 2529, 3908
13049, 2010-10-1, ford, L, 3762, 8807
13050, 2009-10-2, lincoln, T, 1149, 3420
13051, 2016-7-17, ford, T, 3721, 7744
13052, 2003-5-1, lucas oil, T, 3389, 1677
13053, 2006-9-11, candlestick, W, 2234, 9416
13054, 2018-5-20, georgia dome, T, 2769, 5730
13055, 2018-8-18, soldier field ii, W, 936, 9145
13056, 2012-4-9, raymond james, T, 3596, 4266
13057, 2011-10-17, gillette, T, 4478, 2266
13058, 2011-10-19, ralph wilson, L, 4699, 1557
13059, 2004-6-28, cleveland browns, T, 3779, 3446
13060, 2014-2-2, lambeau, L, 3140, 1477
13061, 2014-4-10, fedexfield, L, 4229, 5123
13062, 2009-1-12, arrowhead, T, 1436, 6625
13063, 2004-4-1, lucas oil, W, 2023, 4396
13064, 2013-10-7, edward jones, W, 4552, 5311
13065, 2010-10-18, soldier field ii, T, 4402, 7021
13066, 2007-3-18, reliant, W, 308, 720
13067, 2000-9-22, hubert metrodome, L, 3664, 5185
13068, 2018-2-16, paul brown, L, 4680, 3312
13069, 2011-6-1, bank of america, L, 790, 8909
13070, 2013-6-18, qualcomm, L, 4906, 8392
13071, 2003-5-13, arrowhead, T, 4205, 6085
13072, 2008-6-9, fedexfield, W, 1393, 9351
13073, 2004-2-9, dallas cowboys, W, 4829, 3215
13074, 2005-8-6, lambeau, T, 2216, 9269
13075, 2007-6-27, giants, W, 3371, 1201
13076, 2017-1-22, reliant, W, 898, 2967
13077, 2013-10-25, giants, T, 2788, 7039
13078, 2009-3-6, ralph wilson, L, 4173, 2240
13079, 2006-7-25, oakland-alameda, W, 124, 947
13080, 2014-11-21, university of phoenix, T, 1109, 8081
13081, 2016-3-23, bank of america, L, 1409, 5256
13082, 2018-4-22, giants, L, 2856, 3012
13083, 2014-11-10, ralph wilson, L, 3683, 1124
13084, 2018-12-25, arrowhead, W, 333, 1300
13085, 2014-8-30, lambeau, T, 2442, 6097
13086, 2007-9-9, invesco, W, 4317, 8652
13087, 2014-5-2, heinz, W, 3636, 8780
13088, 2010-8-21, louisiana superdome, T, 538, 4066
13089, 2002-2-19, gillette, L, 613, 3606
13090, 2017-4-11, reliant, L, 3894, 3935
13091, 2007-10-12, raymond james, T, 1114, 6797
13092, 2008-2-28, heinz, L, 236, 5736
13093, 2007-9-2, everbank, T, 4713, 939
13094, 2005-12-4, lambeau, W, 4567, 9578
13095, 2012-5-1, qualcomm, W, 3709, 5575
13096, 2013-10-5, paul brown, W, 1993, 8100
13097, 2017-4-9, bank of america, T, 4371, 4546
13098, 2003-10-8, dallas cowboys, T, 3116, 5319
13099, 2016-2-24, reliant, L, 1455, 1478
13100, 2002-7-9, lucas oil, T, 1557, 3108
13101, 2004-5-4, heinz, T, 4387, 6814
13102, 2012-5-25, everbank, L, 3630, 5017
13103, 2017-3-15, lambeau, T, 4558, 4988
13104, 2015-10-24, qwest, W, 4797, 5673
13105, 2010-4-7, dallas cowboys, L, 1057, 1548
13106, 2015-11-23, georgia dome, W, 3047, 2280
13107, 2007-9-23, lambeau, T, 3314, 2112
13108, 2013-7-17, raymond james, T, 4898, 7452
13109, 2016-12-4, lucas oil, L, 4327, 3870
13110, 2007-1-7, invesco, W, 1899, 9352
13111, 2015-1-14, ford, W, 1345, 369
13112, 2016-3-22, arrowhead, T, 1968, 2939
13113, 2012-10-25, hubert metrodome, L, 1601, 6701
13114, 2008-10-12, invesco, L, 645, 4476
13115, 2017-10-1, raymond james, T, 1865, 1743
13116, 2002-8-4, m&t bank, W, 1325, 9257
13117, 2017-8-28, candlestick, W, 3217, 5860
13118, 2016-12-15, fedexfield, T, 2239, 4954
13119, 2005-1-22, edward jones, W, 692, 5861
13120, 2017-12-8, lambeau, T, 1658, 1206
13121, 2004-6-5, bank of america, T, 612, 8947
13122, 2015-8-26, ford, T, 2574, 9932
13123, 2007-4-1, louisiana superdome, T, 3313, 9175
13124, 2001-2-24, hubert metrodome, T, 629, 2063
13125, 2004-5-30, lucas oil, W, 3147, 494
13126, 2017-4-2, ralph wilson, T, 4228, 7411
13127, 2007-3-24, lp, L, 2188, 9633
13128, 2018-3-17, gillette, T, 4932, 9385
13129, 2015-10-1, candlestick, T, 1620, 8167
13130, 2000-4-3, raymond james, T, 3110, 7752
13131, 2001-10-3, gillette, L, 2862, 3533
13132, 2006-6-15, cleveland browns, W, 4945, 6882
13133, 2006-9-6, louisiana superdome, T, 4429, 8271
13134, 2003-8-9, gillette, W, 3512, 8774
13135, 2003-2-11, ralph wilson, T, 625, 4726
13136, 2017-1-19, paul brown, L, 2937, 1727
13137, 2001-2-20, edward jones, L, 2504, 9075
13138, 2011-6-13, lincoln, L, 3450, 2183
13139, 2016-4-5, qualcomm, T, 1564, 4979
13140, 2004-9-4, hubert metrodome, T, 747, 9757
13141, 2015-3-8, paul brown, L, 3252, 4156
13142, 2000-8-27, m&t bank, T, 4674, 4433
13143, 2013-10-25, louisiana superdome, T, 365, 9236
13144, 2006-12-25, heinz, W, 1017, 2424
13145, 2016-11-12, m&t bank, L, 4701, 3961
13146, 2013-4-22, giants, T, 3467, 5543
13147, 2001-11-17, reliant, L, 2298, 3876
13148, 2001-2-16, oakland-alameda, L, 1806, 5513
13149, 2000-12-30, paul brown, L, 2196, 7768
13150, 2001-4-3, paul brown, W, 4467, 5260
13151, 2015-2-12, cleveland browns, W, 4053, 8455
13152, 2004-1-16, university of phoenix, T, 1987, 4965
13153, 2001-9-23, lincoln, L, 2712, 8907
13154, 2014-5-25, louisiana superdome, L, 3602, 6656
13155, 2011-1-6, dolphin, L, 1872, 7066
13156, 2017-6-26, oakland-alameda, L, 3631, 3896
13157, 2008-2-24, m&t bank, W, 4597, 2784
13158, 2005-11-18, dallas cowboys, L, 611, 9040
13159, 2003-8-20, everbank, T, 4636, 8243
13160, 2018-5-1, invesco, L, 3810, 9127
13161, 2002-4-20, cleveland browns, L, 2282, 3385
13162, 2009-7-22, candlestick, W, 599, 4027
13163, 2015-10-26, paul brown, W, 3928, 5957
13164, 2011-5-6, bank of america, L, 3357, 6668
13165, 2013-3-23, university of phoenix, W, 4226, 2230
13166, 2000-9-8, soldier field ii, T, 1538, 4431
13167, 2002-10-19, invesco, W, 3725, 2668
13168, 2011-8-1, soldier field ii, L, 3707, 5832
13169, 2004-8-1, everbank, W, 4528, 8777
13170, 2006-4-6, bank of america, T, 329, 9065
13171, 2011-9-5, lp, L, 3711, 1585
13172, 2000-9-2, lucas oil, W, 2714, 5742
13173, 2003-6-2, fedexfield, W, 3516, 297
13174, 2008-8-3, louisiana superdome, T, 4524, 9605
13175, 2006-8-3, louisiana superdome, L, 3862, 2163
13176, 2007-2-5, raymond james, W, 4308, 5903
13177, 2008-2-16, paul brown, L, 939, 8197
13178, 2012-12-3, reliant, W, 2609, 6688
13179, 2011-9-30, lucas oil, T, 4968, 500
13180, 2013-10-5, paul brown, T, 3607, 1328
13181, 2003-2-19, arrowhead, T, 273, 1189
13182, 2014-10-27, qualcomm, W, 2839, 4963
13183, 2002-5-19, reliant, W, 4215, 3748
13184, 2002-1-14, georgia dome, L, 4431, 7970
13185, 2003-5-9, qualcomm, W, 4145, 106
13186, 2008-7-21, oakland-alameda, L, 1263, 9589
13187, 2000-8-16, edward jones, L, 205, 7364
13188, 2005-8-15, university of phoenix, T, 3990, 2814
13189, 2014-11-27, lincoln, T, 452, 2613
13190, 2011-11-28, reliant, L, 3591, 6928
13191, 2001-11-12, heinz, T, 2685, 8279
13192, 2011-3-25, invesco, L, 107, 4037
13193, 2005-9-8, candlestick, L, 1609, 7470
13194, 2005-10-5, fedexfield, T, 2011, 6482
13195, 2014-11-8, edward jones, T, 1763, 7041
13196, 2002-4-23, qwest, W, 2553, 6133
13197, 2016-12-20, soldier field ii, W, 586, 6897
13198, 2018-2-26, reliant, T, 3690, 8619
13199, 2000-5-15, bank of america, T, 822, 2905
13200, 2017-5-9, ralph wilson, L, 2624, 1332
13201, 2006-8-20, fedexfield, W, 3627, 8103
13202, 2010-12-22, gillette, W, 3696, 1365
13203, 2000-5-29, candlestick, L, 2151, 4474
13204, 2002-11-14, cleveland browns, T, 2316, 5254
13205, 2012-8-7, heinz, W, 2259, 9848
13206, 2018-12-19, dallas cowboys, T, 3685, 432
13207, 2003-8-23, dolphin, W, 4695, 7191
13208, 2008-9-29, georgia dome, L, 1201, 1429
13209, 2006-6-26, everbank, L, 2739, 8040
13210, 2018-6-7, qualcomm, L, 4081, 405
13211, 2008-12-20, reliant, W, 2939, 3070
13212, 2015-3-12, invesco, L, 4812, 877
13213, 2017-5-4, dolphin, T, 1608, 2928
13214, 2014-1-9, lambeau, L, 4715, 352
13215, 2013-3-4, arrowhead, W, 3931, 3573
13216, 2017-3-10, cleveland browns, W, 3048, 9258
13217, 2004-9-22, georgia dome, L, 2069, 4021
13218, 2017-9-1, everbank, W, 387, 2480
13219, 2006-5-24, hubert metrodome, L, 1323, 4158
13220, 2007-11-21, candlestick, W, 3532, 523
13221, 2011-7-19, lambeau, W, 4884, 6062
13222, 2008-1-1, soldier field ii, L, 4776, 4406
13223, 2017-9-26, oakland-alameda, T, 627, 7147
13224, 2016-8-7, soldier field ii, W, 3576, 3773
13225, 2000-7-14, qwest, L, 2243, 5918
13226, 2006-4-21, soldier field ii, L, 1188, 2339
13227, 2007-1-15, louisiana superdome, W, 2818, 8697
13228, 2004-5-28, paul brown, L, 4265, 1289
13229, 2010-3-17, lincoln, T, 3999, 2041
13230, 2012-8-4, everbank, W, 2636, 7778
13231, 2011-9-2, hubert metrodome, W, 2698, 471
13232, 2004-10-1, heinz, W, 2898, 1029
13233, 2015-2-21, candlestick, L, 2157, 9714
13234, 2013-1-25, arrowhead, T, 183, 5944
13235, 2013-2-18, university of phoenix, W, 1161, 3291
13236, 2001-12-16, paul brown, L, 2591, 5446
13237, 2001-5-21, soldier field ii, L, 1068, 2825
13238, 2018-6-21, m&t bank, T, 1691, 1301
13239, 2014-7-26, louisiana superdome, W, 3433, 1360
13240, 2006-5-2, candlestick, W, 1977, 3063
13241, 2009-5-6, everbank, W, 1424, 9193
13242, 2015-12-8, university of phoenix, W, 2978, 4050
13243, 2017-10-21, bank of america, L, 2424, 6354
13244, 2015-5-27, ford, T, 3521, 1252
13245, 2009-5-8, ford, L, 3207, 1530
13246, 2005-11-7, dolphin, T, 771, 7523
13247, 2012-3-14, m&t bank, L, 580, 9605
13248, 2014-11-18, university of phoenix, L, 3722, 5592
13249, 2008-10-17, ford, L, 3619, 9162
13250, 2017-9-17, soldier field ii, L, 2463, 960
13251, 2012-1-19, qualcomm, L, 3158, 2562
13252, 2012-8-5, candlestick, W, 210, 9617
13253, 2002-9-7, invesco, T, 353, 5769
13254, 2009-4-22, lucas oil, W, 1611, 9779
13255, 2017-4-10, reliant, W, 3556, 7018
13256, 2011-10-12, hubert metrodome, L, 1655, 720
13257, 2017-8-17, bank of america, L, 2524, 2537
13258, 2016-10-27, qwest, W, 1758, 9910
13259, 2013-2-2, qwest, L, 4491, 5238
13260, 2014-8-14, reliant, W, 2601, 4559
13261, 2010-7-20, louisiana superdome, T, 1889, 8385
13262, 2011-10-13, lucas oil, L, 2837, 7087
13263, 2013-8-19, lincoln, T, 964, 6924
13264, 2017-6-17, cleveland browns, L, 1372, 3728
13265, 2002-9-16, heinz, L, 2183, 9538
13266, 2012-12-12, m&t bank, L, 800, 3970
13267, 2010-12-10, heinz, L, 3661, 4806
13268, 2001-9-26, dolphin, L, 1401, 7280
13269, 2014-12-21, louisiana superdome, W, 2426, 2779
13270, 2003-8-7, gillette, T, 1167, 2693
13271, 2011-5-8, paul brown, T, 2807, 9325
13272, 2000-7-5, bank of america, T, 1836, 2224
13273, 2011-10-3, lambeau, T, 537, 593
13274, 2014-9-30, lucas oil, W, 1316, 3106
13275, 2003-5-20, ralph wilson, W, 2031, 6968
13276, 2003-9-18, candlestick, L, 4423, 3176
13277, 2005-2-15, lp, W, 1498, 5310
13278, 2014-9-26, lp, T, 1922, 3277
13279, 2008-1-2, university of phoenix, T, 2355, 7384
13280, 2009-12-25, lp, W, 388, 7204
13281, 2009-9-23, louisiana superdome, T, 2578, 4788
13282, 2006-7-13, qwest, L, 2785, 7631
13283, 2008-2-12, dallas cowboys, W, 4428, 2483
13284, 2000-11-5, candlestick, L, 3766, 3419
13285, 2002-4-15, qualcomm, L, 2678, 6795
13286, 2007-12-25, georgia dome, L, 3500, 1814
13287, 2004-9-24, reliant, W, 511, 3366
13288, 2015-7-29, candlestick, T, 4453, 1350
13289, 2012-6-19, university of phoenix, L, 783, 8699
13290, 2014-2-23, cleveland browns, W, 3517, 711
13291, 2002-11-22, m&t bank, L, 102, 9065
13292, 2007-5-15, fedexfield, T, 1248, 3413
13293, 2006-10-30, fedexfield, W, 2508, 6781
13294, 2001-3-8, paul brown, L, 2547, 4761
13295, 2007-9-7, qualcomm, T, 2853, 4914
13296, 2007-1-19, lincoln, W, 4061, 6298
13297, 2009-5-30, cleveland browns, W, 2154, 307
13298, 2001-9-2, edward jones, L, 3839, 992
13299, 2008-11-25, dallas cowboys, T, 947, 7422
13300, 2018-7-1, qualcomm, W, 2615, 1933
13301, 2012-11-13, hubert metrodome, L, 2602, 2663
13302, 2012-10-30, candlestick, L, 3663, 4315
13303, 2004-8-1, m&t bank, W, 2048, 1992
13304, 2008-9-19, ralph wilson, W, 1589, 2217
13305, 2006-10-11, giants, T, 3826, 2612
13306, 2000-12-8, invesco, L, 1034, 7537
13307, 2007-1-7, ralph wilson, T, 4812, 2059
13308, 2017-12-2, everbank, L, 3279, 7378
13309, 2009-1-9, raymond james, L, 3373, 6389
13310, 2014-1-5, m&t bank, T, 2720, 6347
13311, 2010-1-4, gillette, W, 4163, 7689
13312, 2000-4-5, qualcomm, T, 2549, 6431
13313, 2007-11-28, cleveland browns, T, 4550, 7458
13314, 2012-1-10, raymond james, L, 4323, 274
13315, 2010-12-21, arrowhead, T, 2795, 6991
13316, 2001-5-2, oakland-alameda, L, 3014, 4149
13317, 2000-7-4, lambeau, L, 1296, 8492
13318, 2014-12-12, lucas oil, W, 1236, 9131
13319, 2009-10-20, invesco, T, 4972, 4416
13320, 2016-3-24, heinz, W, 4881, 5409
13321, 2007-5-4, hubert metrodome, W, 2319, 7853
13322, 2002-10-4, giants, L, 4282, 843
13323, 2000-5-16, oakland-alameda, T, 2208, 1881
13324, 2002-4-11, soldier field ii, W, 1029, 8940
13325, 2016-9-3, giants, T, 4285, 5707
13326, 2013-11-17, louisiana superdome, W, 3623, 5365
13327, 2002-12-12, edward jones, W, 1615, 8111
13328, 2002-5-16, georgia dome, L, 502, 4559
13329, 2017-1-19, gillette, L, 1623, 2097
13330, 2006-9-23, reliant, T, 2545, 6636
13331, 2001-7-21, cleveland browns, W, 4288, 6435
13332, 2005-6-27, heinz, T, 1320, 3926
13333, 2016-11-7, dolphin, L, 1107, 7290
13334, 2016-1-29, invesco, T, 2002, 3063
13335, 2002-11-13, arrowhead, W, 4542, 1096
13336, 2005-7-12, qwest, L, 910, 8540
13337, 2009-1-15, m&t bank, W, 3595, 5235
13338, 2013-9-4, oakland-alameda, T, 1999, 159
13339, 2009-4-4, cleveland browns, T, 3383, 1784
13340, 2016-8-14, university of phoenix, T, 3216, 2686
13341, 2011-2-25, dallas cowboys, W, 1662, 5405
13342, 2004-4-21, oakland-alameda, L, 190, 8776
13343, 2012-1-4, qwest, L, 4959, 5642
13344, 2015-1-3, reliant, L, 444, 3476
13345, 2004-2-28, lambeau, T, 1545, 9582
13346, 2009-11-20, paul brown, T, 2684, 4475
13347, 2017-4-11, oakland-alameda, W, 4726, 5696
13348, 2000-8-19, lambeau, W, 2667, 6469
13349, 2016-12-24, arrowhead, W, 1220, 6325
13350, 2000-9-22, m&t bank, L, 3285, 8999
13351, 2000-10-14, qualcomm, L, 1573, 5696
13352, 2001-4-15, oakland-alameda, T, 809, 626
13353, 2010-10-10, everbank, L, 1933, 6719
13354, 2000-1-9, reliant, L, 931, 3196
13355, 2017-8-7, hubert metrodome, L, 2187, 7555
13356, 2002-8-11, m&t bank, L, 2768, 7236
13357, 2005-8-15, georgia dome, T, 269, 4893
13358, 2006-7-17, ford, L, 3838, 5249
13359, 2009-8-11, raymond james, L, 3165, 4879
13360, 2010-4-14, reliant, L, 1131, 5006
13361, 2016-12-25, candlestick, L, 2815, 2848
13362, 2008-7-9, lp, T, 1860, 3973
13363, 2012-4-9, lp, T, 234, 5217
13364, 2004-5-16, lambeau, T, 1969, 1850
13365, 2003-2-15, soldier field ii, W, 610, 2641
13366, 2006-12-4, hubert metrodome, L, 957, 9195
13367, 2009-8-3, cleveland browns, L, 2617, 1744
13368, 2001-7-20, edward jones, W, 657, 1458
13369, 2011-11-8, soldier field ii, T, 4446, 2445
13370, 2000-6-16, lucas oil, W, 270, 7714
13371, 2002-12-2, heinz, T, 3869, 957
13372, 2011-12-18, arrowhead, W, 2376, 587
13373, 2013-2-24, dolphin, L, 2437, 8315
13374, 2007-11-4, dallas cowboys, W, 3425, 2220
13375, 2001-4-17, qualcomm, L, 1813, 2610
13376, 2002-1-10, arrowhead, T, 951, 6999
13377, 2006-12-23, soldier field ii, T, 573, 1511
13378, 2005-5-27, oakland-alameda, T, 3959, 9601
13379, 2006-5-17, louisiana superdome, W, 1568, 4522
13380, 2005-4-19, edward jones, W, 3524, 9355
13381, 2003-6-21, paul brown, L, 2813, 2676
13382, 2003-9-30, ralph wilson, W, 1435, 368
13383, 2008-11-29, louisiana superdome, L, 3775, 9672
13384, 2011-3-19, edward jones, W, 2666, 6539
13385, 2012-2-13, hubert metrodome, T, 483, 2939
13386, 2007-6-15, gillette, T, 489, 5483
13387, 2013-12-11, bank of america, L, 3289, 5580
13388, 2015-5-8, lucas oil, W, 3748, 3850
13389, 2016-10-9, university of phoenix, T, 3236, 5503
13390, 2016-4-15, paul brown, L, 1816, 4921
13391, 2007-9-16, dallas cowboys, W, 3278, 6309
13392, 2002-4-2, raymond james, T, 334, 6307
13393, 2000-7-26, qwest, L, 2502, 3176
13394, 2011-9-24, cleveland browns, W, 4027, 8748
13395, 2017-2-11, dallas cowboys, L, 289, 2597
13396, 2012-9-6, ford, L, 2690, 9232
13397, 2006-10-17, lp, W, 177, 3648
13398, 2010-6-29, edward jones, W, 2768, 7787
13399, 2018-6-14, bank of america, T, 3194, 5244
13400, 2017-2-24, lp, W, 4827, 7579
13401, 2010-1-5, everbank, W, 4648, 5982
13402, 2008-11-22, soldier field ii, W, 4429, 7535
13403, 2012-1-21, soldier field ii, T, 1341, 2736
13404, 2012-2-6, dallas cowboys, T, 4565, 6402
13405, 2018-5-19, louisiana superdome, T, 1808, 9888
13406, 2004-10-12, bank of america, T, 3495, 3036
13407, 2003-4-1, hubert metrodome, T, 3685, 3531
13408, 2004-2-21, reliant, W, 4806, 7751
13409, 2005-3-14, lp, T, 680, 1556
13410, 2008-10-23, university of phoenix, L, 4061, 1156
13411, 2014-4-16, dolphin, W, 2644, 232
